"first_name","last_name","season","season_type","league","team","games","starts","minutes","points","two_points_made","two_points_attempted","three_points_made","three_points_attempted","free_throws_made","free_throws_attempted","blocked_shot_attempts","offensive_rebounds","defensive_rebounds","assists","screen_assists","turnovers","steals","deflections","loose_balls_recovered","blocked_shots","personal_fouls","personal_fouls_drawn","offensive_fouls","charges_drawn","technical_fouls","flagrant_fouls","ejections","points_off_turnovers","points_in_paint","second_chance_points","fast_break_points","possessions","estimated_possessions","team_possessions","usage_percentage","true_shooting_percentage","three_point_attempt_rate","free_throw_rate","offensive_rebounding_percentage","defensive_rebounding_percentage","total_rebounding_percentage","assist_percentage","steal_percentage","block_percentage","turnover_percentage","internal_box_plus_minus"
"kurucs","humphrey",2020,"Full Season","EuroLeague","Buffaloes",27,19,525.67,130,30,51,18,69,16,20,4,25,69,19,0,33,16,0,0,15,58,25,0,0,0,0,0,0,0,0,0,954.3156,954.3156,2114.9654,14.7653,0.5047,0.575,0.1667,7.5044,16.5009,10.5117,8.3984,2.2025,5.2794,20.3956,0.4483
"adams","dejean-jones",2021,"Full Season","EuroCup","Orange",14,8,299.2,147,25,52,27,53,16,18,2,4,18,24,0,24,9,0,0,4,36,28,0,0,0,0,0,0,0,0,0,565.2321,565.2321,1057.9286,21.6217,0.6509,0.5048,0.1714,1.7777,7.9247,4.6651,11.3283,1.8149,1.1754,17.5285,1.9308
"adams","dejean-jones",2021,"Full Season","Italy - Liga A","Orange",18,8,339,124,20,55,25,76,9,10,5,5,24,26,0,22,14,0,0,2,36,19,0,0,0,0,0,0,0,0,0,637.8547,637.8547,1354.7356,21.4383,0.4579,0.5802,0.0763,1.2248,7.2112,6.2888,11.5393,1.9222,1.2659,13.9771,-3.0819
"youssou","mercer",2012,"Full Season","EuroCup","Golden Bears",5,2,129.73,68,25,47,0,1,18,25,4,9,33,5,0,4,1,0,0,3,6,21,0,0,0,0,0,0,0,0,0,221.9204,221.9204,829.6534,24.9308,0.5763,0.0208,0.5208,10.8635,34.2722125,24.6081,11.4581,0.088,3.0767,6.3492,1.0706
"youssou","mercer",2012,"Full Season","Italy - Liga A","Golden Bears",9,5,256,120,43,87,0,1,34,52,4,19,61,2,0,17,10,0,0,8,22,40,0,0,0,0,0,0,0,0,0,458.0929,458.0929,2308.3587,24.446,0.5411,0.0114,0.5909,10.435,30.0824,21.2397,0.9228,2.7225,3.405,13.2937,-5.6354
"sakho","benjamin",2021,"Full Season","EuroCup","Terrapins",10,10,210.62,92,39,64,0,0,14,22,4,17,31,4,0,21,4,0,0,15,25,25,0,0,0,0,0,0,0,0,0,385.5134,385.5134,732.1533,22.0251,0.6243,0,0.3438,11.7764,17.3747,14.8624,6.578,0.9549,5.932625,22.18,-3.0116
"zendon","rivero",2021,"Full Season","EuroCup","Terrapins",8,7,209.47,76,17,34,9,34,15,21,3,10,24,6,0,12,6,0,0,5,21,26,0,0,0,0,0,0,0,0,0,383.4085,383.4085,732.1533,20.8736,0.492,0.5,0.3088,7.8533,13.5703,11.144,3.5063,1.3452,2.2891,13.4469,-5.239
"mcadoo","black",2014,"Full Season","EuroCup","Quakers",10,2,241.68,150,21,40,21,46,45,46,4,2,13,26,0,25,6,0,0,0,24,40,0,0,0,0,0,0,0,0,0,448.3536,448.3536,751.3299,26.6952,0.7059,0.5349,0.5349,0.7807,7.9658,4.3275,23.5465,1.2944,0,19.0491,3.3745
"mcadoo","black",2014,"Full Season","EuroLeague","Quakers",9,4,201.64,86,14,36,13,36,19,21,3,2,13,14,0,15,0,0,0,1,23,25,0,0,0,0,0,0,0,0,0,362.9893,362.9893,720.0703,23.7183,0.5293,0.5,0.2917,2.703,8.6676,4.1477,13.6991,0,0.1333,15.586,-7.2465
"aldemir","kalaitzakis",2014,"Full Season","EuroLeague","Pirates",9,9,227.95,154,63,113,0,1,28,37,4,15,34,17,0,20,7,0,0,8,32,38,0,0,0,0,0,0,0,0,0,395.1443,395.1443,693.3877,32.6969,0.591,0.0088,0.3246,9.576,21.0918,13.6246,19.3989,2.2244,3.6933,13.3085,1.4654
"aldemir","kalaitzakis",2019,"Full Season","EuroCup","Falcons",2,2,39.7,20,5,11,3,6,1,2,0,1,6,1,0,2,1,0,0,6,8,6,0,0,0,0,0,0,0,0,0,69.4258,69.4258,1337.8054,24.2474,0.5593,0.3529,0.1176,3.8597,20.7185,11.239,7.9054,1.6587,5.932625,10.0604,4.6618
"fedor","sy",2021,"Full Season","EuroCup","Highlanders",7,2,73.24,20,5,7,3,14,1,2,1,7,5,1,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,135.099,135.099,664.0511,14.8594,0.457,0.6667,0.0952,14.4238,10.7586,12.6335,4.1809,0.9175,0,0.739062499999999,-5.5479
"gabas","mihm",2021,"Full Season","Italy - Liga A","Rockets",19,19,544,180,56,99,16,45,20,25,2,39,77,22,0,23,14,0,0,5,50,28,0,0,0,0,0,0,0,0,0,1007.1475,1007.1475,1407.0443,15.4592,0.5806,0.3125,0.1736,9.5521,19.2191,13.3435,6.4453,1.1348,0.716,12.9213,-0.9519
"laquintana","wooten",2016,"Full Season","Italy - Liga A","Seminoles",14,13,335,209,31,52,38,100,33,34,4,5,14,24,0,32,11,0,0,0,38,37,0,0,0,0,0,0,0,0,0,613.8248,613.8248,2464.4607,29.0147,0.6259,0.6579,0.2237,2.7726,4.872,2.7386,15.2296,1.7036,0,16.0836,-1.4072
"laquintana","wooten",2017,"Full Season","EuroCup","Mavericks",5,1,62.51,27,5,13,5,13,2,2,2,0,8,4,0,6,2,0,0,0,8,3,0,0,0,0,0,0,0,0,0,115.8567,115.8567,1056.4475,24.0671,0.5022,0.5,0.0769,0,15.7654,8.8856,10.177,1.3996,0,18.2482,-5.9057
"laquintana","wooten",2017,"Full Season","EuroLeague","Gators",5,1,57.62,19,5,7,3,14,0,0,0,1,2,6,0,3,2,0,0,0,11,2,0,0,0,0,0,0,0,0,0,105.4018,105.4018,2414.6228,19.6111,0.4524,0.6667,0,2.1301,3.273,2.5699,15.7142,1.8534,0,12.5,-4.6586
"laquintana","wooten",2017,"Full Season","Spain - ACB","Gators",5,0,89.6,63,9,13,12,32,9,13,2,2,5,5,0,6,3,0,0,0,10,8,0,0,0,0,0,0,0,0,0,168.1207,168.1207,2945.8759,29.1786,0.6211,0.7111,0.2889,4.3478,6.0675,4.4792,13.1009,1.8423,0,10.5783,2.472
"laquintana","wooten",2018,"Full Season","Spain - ACB","Midshipmen",12,6,169.31,103,11,31,23,64,12,14,6,1,2,15,0,7,4,0,0,0,36,11,0,0,0,0,0,0,0,0,0,293.5554,293.5554,2510.9833,31.6608,0.5091,0.6737,0.1474,1.4307,1.9854,0.7974,20.0639,1.4258,0,6.4719,-4.364
"laquintana","wooten",2019,"Full Season","Spain - ACB","Dolphins",4,0,62.48,35,5,8,6,18,7,8,0,0,4,5,0,4,2,0,0,0,9,4,0,0,0,0,0,0,0,0,0,114.1219,114.1219,2529.7114,25.5344,0.5928,0.6923,0.3077,0,10.2498,4.7851,13.8775,2.2414,0,11.9332,-3.2376
"demarre","caloiaro",2021,"Full Season","EuroCup","Fightin Blue Hens",9,2,183.38,97,21,39,16,39,7,7,1,3,7,19,0,12,6,0,0,0,12,14,0,0,0,0,0,0,0,0,0,332.7339,332.7339,734.8342,24.8988,0.5982,0.5,0.0897,1.3282,5.7992,4.2354,18.2045,1.519,0,12.8921,-1.0399
"nedovic","maxey",2021,"Full Season","EuroCup","Fightin Blue Hens",8,1,88.38,35,7,12,4,12,9,11,1,6,11,15,0,11,5,0,0,0,18,9,0,0,0,0,0,0,0,0,0,160.3611,160.3611,734.8342,22.1126,0.6068,0.5,0.4583,9.1942,15.7235,13.6363,28.9412,2.8003,0,27.6104,2.2632
"zivanovic","pangos",2021,"Full Season","EuroLeague","Buffaloes",1,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8339,0.8339,1657.2596,6.5497,0.549139693509615,0.352317615176152,0.300971875940982,0,0,0,0,0,0,16.1472664668864,-0.724381623415812
"vuk","niang",2021,"Full Season","EuroCup","Knights",12,8,277.93,82,8,20,19,50,9,11,2,1,23,65,0,28,7,0,0,0,24,39,0,0,0,0,0,0,0,0,0,499.7964,499.7964,1007.0305,17.4661,0.5478,0.7143,0.1571,1.8508,9.0937,6.8573,37.1086,1.6769,0,27.2268,-3.4304
"vuk","niang",2021,"Full Season","Spain - ACB","Knights",21,13,511.48,168,24,56,27,80,39,49,3,7,23,81,0,54,24,0,0,0,38,97,0,0,0,0,0,0,0,0,0,909.8487,909.8487,1520.1703,20.1722,0.5331,0.5882,0.3603,1.2423,7.3907,5.2454,26.6821,2.3213,0,25.5247,-4.186
"vashil","emchenko",2012,"Full Season","EuroLeague","Gamecocks",15,7,252.43,99,34,61,0,0,31,39,4,28,44,7,0,17,10,0,0,6,34,34,0,0,0,0,0,0,0,0,0,430.9558,430.9558,1109.7057,19.1362,0.6333,0,0.6393,14.7016,25.4814,19.4688,4.7841,2.4968,2.4646,17.8646,2.2054
"vashil","emchenko",2013,"Full Season","EuroCup","Gamecocks",12,5,158.38,46,20,32,0,0,6,12,3,22,29,2,0,6,9,0,0,6,24,10,0,0,0,0,0,0,0,0,0,270.6861,270.6861,828.9201,13.8018,0.617,0,0.375,18.81055,24.5389,21.6484,5.0455,3.24,4.4576,13.8632,5.5386
"vashil","emchenko",2014,"Full Season","EuroLeague","Gamecocks",22,13,383.78,119,51,78,0,0,17,33,6,46,87,17,0,18,10,0,0,15,46,27,0,0,0,0,0,0,0,0,0,624.9176,624.9176,1766.7104,15.0122,0.6431,0,0.4231,16.4844,28.902,24.5904,8.7258,1.8282,5.932625,16.2866,5.6302
"vashil","emchenko",2015,"Full Season","EuroLeague","Gamecocks",6,6,124.24,47,18,24,0,0,11,15,2,14,23,2,0,6,4,0,0,8,17,13,0,0,0,0,0,0,0,0,0,217.3884,217.3884,1705.9953,14.7479,0.768,0,0.625,14.9412,25.4896,20.0293,5.9205,2.2955,5.932625,16.3934,5.6215
"vashil","emchenko",2016,"Full Season","EuroLeague","Cyclones",13,0,120.23,42,19,27,0,0,4,10,1,17,20,4,0,9,2,0,0,6,17,11,0,0,0,0,0,0,0,0,0,211.0301,211.0301,1693.78,16.7041,0.6688,0,0.3704,18.3931,23.9957,19.804,6.6222,0.8204,5.1552,22.2772,2.0188
"vashil","emchenko",2017,"Full Season","EuroLeague","Cyclones",30,6,291.62,49,18,48,0,0,13,27,7,34,41,7,0,8,2,0,0,13,34,22,0,0,0,0,0,0,0,0,0,510.652,510.652,2390.2513,11.3307,0.4092,0,0.5625,15.4139,19.4274,16.845,3.235,0.4408,4.3158,11.7855,-2.4213
"vashil","emchenko",2018,"Full Season","EuroCup","Cyclones",17,2,247.7,68,22,43,0,0,24,34,4,34,42,9,0,12,2,0,0,5,39,24,0,0,0,0,0,0,0,0,0,434.326,434.326,1560.5436,13.826,0.5866,0,0.6810375,18.1017,22.4823,18.3933,4.2413,0.1382,2.1376,17.1527,2.4395
"zaytsev","bhullar",2021,"Full Season","Spain - ACB","Lancers",1,2,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8512,4.8512,1375.7208,6.5497,0.549139693509615,0.352317615176152,0.300971875940982,0,0,0,0,0,0,16.1472664668864,-0.724381623415812
"ndiaye","michineau",2021,"Full Season","EuroCup","Fightin Blue Hens",10,2,192.39,42,8,15,7,19,5,7,1,9,27,5,0,3,3,0,0,2,17,5,0,0,0,0,0,0,0,0,0,349.0821,349.0821,734.8342,10.2193,0.5663,0.5588,0.2059,5.5586,17.5616,12.1295,3.0683,1.3638,1.6341,7.485,-0.7533
"mehmet","cook",2015,"Full Season","EuroLeague","Buffaloes",15,0,177.87,68,18,36,7,17,11,12,0,9,24,8,0,8,1,0,0,7,33,12,0,0,0,0,0,0,0,0,0,318.6688,318.6688,1954.6239,18.3035,0.5834,0.3208,0.2264,6.3588,16.6733,11.3155,8.8913,0.4521,3.6757,12.07,-0.9
"mehmet","cook",2016,"Full Season","EuroCup","Seminoles",6,5,133.72,70,23,40,0,7,24,32,2,6,17,8,0,5,6,0,0,4,14,22,0,0,0,0,0,0,0,0,0,228.3554,228.3554,409.8545,25.2687,0.573,0.1489,0.6809,7.101,18.2624,11.7043,14.598,2.6113,3.8571,7.5666,0.3043
"mehmet","cook",2016,"Full Season","EuroLeague","Seminoles",9,4,241.35,98,26,71,7,23,25,29,8,10,34,7,0,9,4,0,0,13,21,23,0,0,0,0,0,0,0,0,0,414.4583,414.4583,695.4999,25.1562,0.459,0.2447,0.3085,5.4401,19.4993,13.7807,4.9018,0.6267,5.908,7.7747,-7.0836
"mehmet","cook",2016,"Full Season","Italy - Liga A","Seminoles",31,7,744,387,121,218,19,55,76,99,11,28,110,35,0,57,17,0,0,15,75,87,0,0,0,0,0,0,0,0,0,1363.2407,1363.2407,2464.4607,24.5293,0.6113,0.2015,0.3626,4.7832,17.8892,11.7579,10.215,0.8868,3.5756,15.2586,-0.8921
"mehmet","cook",2017,"Full Season","EuroLeague","Buffaloes",17,5,188.26,64,18,38,7,11,7,9,3,6,19,7,0,14,3,0,0,4,22,12,0,0,0,0,0,0,0,0,0,341.0143,341.0143,2182.7268,17.4261,0.6042,0.2245,0.1837,5.6576,11.5152,7.6438,8.6546,0.6073,1.8409,20.908,-2.1754
"pittman","pierre",2021,"Full Season","Spain - ACB","Dolphins",9,8,175.96,84,33,49,1,3,15,22,1,22,25,5,0,15,2,0,0,9,25,16,0,0,0,0,0,0,0,0,0,329.2496,329.2496,1571.7645,19.9271,0.6809,0.0577,0.4231,16.9859,17.9425,16.9872,4.7605,0.7297,5.9135,19.5618,0.9288
"vinny","hines",2021,"Full Season","EuroCup","Orange",14,1,234.6,106,27,43,12,27,16,25,1,19,28,14,0,25,2,0,0,3,29,22,0,0,0,0,0,0,0,0,0,443.1934,443.1934,1057.9286,21.3483,0.6543,0.3857,0.3571,13.1601,13.3664,14.8478,8.0467,0.2064,1.8439,23.5849,1.3244
"vinny","hines",2021,"Full Season","Italy - Liga A","Orange",18,0,205,81,21,43,8,25,15,21,4,16,35,10,0,18,2,0,0,1,26,18,0,0,0,0,0,0,0,0,0,385.7233,385.7233,1354.7356,21.4512,0.5243,0.3676,0.3088,9.3195,21.1245,15.6192,10.6237,0.3178,0.7411,18.8996,-3.9626
"dequan","brnovic",2021,"Full Season","EuroCup","Jaspers",8,3,149.77,76,22,41,6,16,14,18,2,3,10,21,0,14,8,0,0,1,17,21,0,0,0,0,0,0,0,0,0,269.5582,269.5582,935.9072,25.7548,0.5853,0.2807,0.3158,1.9718,11.2677,5.4916,28.4238,2.6325,1.1479,17.7395,-0.0766
"mottola","omot",2021,"Full Season","Spain - ACB","Salukis",18,11,339.56,71,14,36,9,36,16,21,3,12,37,23,0,21,16,0,0,1,39,28,0,0,0,0,0,0,0,0,0,611.1951,611.1951,1449.9665,14.1735,0.437,0.5,0.2917,5.6634,14.57,8.1978,10.054,2.943,0.513,20.5399,-3.6824
"rafael","selby",2021,"Full Season","EuroLeague","Redhawks",16,7,199.67,59,19,37,6,26,3,6,2,3,18,37,0,20,3,0,0,1,19,20,0,0,0,0,0,0,0,0,0,348.0799,348.0799,1778.1345,21.6063,0.4494,0.4127,0.0952,1.6537,12.611,7.1722,31.1983,0.6957,0.7585,23.3536,-5.918
"rafael","selby",2021,"Full Season","Spain - ACB","Redhawks",17,11,226.81,75,17,39,9,34,14,22,3,4,21,32,0,30,4,0,0,1,17,28,0,0,0,0,0,0,0,0,0,414.682,414.682,1461.3459,23.9168,0.4536,0.4658,0.3014,1.5828,12.3782,6.85,21.5992,0.918,0.3849,26.6241,-6.2466
"valiev","gordic",2021,"Full Season","Spain - ACB","Roadrunners",1,0,7.18,0,0,0,0,0,0,2,0,0,2,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13.4412,13.4412,1534.308,6.5497,0.3484875,0.352317615176152,0.300971875940982,0,33.5826,18.8148,18.5728,4.4739875,0,0.739062499999999,-0.724381623415812
"capela","ezeli",2021,"Full Season","EuroCup","Redbirds",14,12,298.83,163,17,34,35,74,24,27,2,6,13,8,0,11,5,0,0,0,27,33,0,0,0,0,0,0,0,0,0,537.6255,537.6255,1005.6905,21.2199,0.6798,0.6852,0.25,3.4389,5.9484,5.8609,3.5886,1.4004,0,8.4046,0.7656
"capela","ezeli",2021,"Full Season","Spain - ACB","Redbirds",19,15,376.4,199,26,46,37,80,36,41,3,10,20,14,0,19,10,0,0,0,34,41,0,0,0,0,0,0,0,0,0,674.1042,674.1042,1370.6056,21.1241,0.6908,0.6349,0.3254,4.6207,8.1798,6.4492,6.405,1.9965,0,11.6536,2.1222
"dowdell","uzoh",2021,"Full Season","Spain - ACB","Roadrunners",19,15,452.64,236,34,77,42,96,42,49,6,2,35,25,0,24,11,0,0,2,50,44,0,0,0,0,0,0,0,0,0,847.3576,847.3576,1534.308,22.7362,0.6065,0.5549,0.2832,0.2598,8.9208,6.652,12.0402,1.6115,0.7549,10.981,0.3293
"hiram","harden",2021,"Full Season","Italy - Liga A","Wildcats",17,9,414,180,32,64,31,69,23,32,5,13,70,21,0,16,19,0,0,4,38,28,0,0,0,0,0,0,0,0,0,774.291,774.291,1271.7823,18.5999,0.6119,0.5188,0.2406,5.1758,20.357,13.1919,8.5237,2.3722,0.5349,9.8111,3.7782
"devaughn","schrempf",2021,"Full Season","EuroLeague","Nittany Lions",7,2,49.57,4,2,5,0,3,0,0,1,3,1,1,0,1,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,86.9534,86.9534,1780.5074,9.057,0.3484875,0.375,0,8.1202,4.3212,6.0954,5.8266,2.0329,0,11.1111,-3.9818
"omer can","vujacic",2021,"Full Season","Spain - ACB","Huskies",4,0,56.31,27,10,17,0,0,7,9,2,5,3,1,0,2,1,0,0,0,6,8,0,0,0,0,0,0,0,0,0,102.0956,102.0956,1541.1265,19.5768,0.6441,0,0.5294,12.0497,6.1436,9.09,2.5053,1.3,0,8.7108,-3.3339
"arnett","marble",2021,"Full Season","EuroCup","Sharks",9,0,54.25,13,5,9,1,2,0,0,0,3,8,1,0,5,1,0,0,0,12,3,0,0,0,0,0,0,0,0,0,99.0714,99.0714,739.6152,14.4024,0.5909,0.1818,0,6.6018,16.9661,13.4908,5.8168,1.2578,0,30.0635625,-7.1658
"arnett","marble",2021,"Full Season","Italy - Liga A","Sharks",8,1,47,10,4,10,0,0,2,2,1,4,10,2,0,5,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,86.7167,86.7167,1420.6782,16.2711,0.4596,0,0.2,9.4208,27.7417,18.4452,5.7663,0,5.932625,30.0635625,-5.9162
